CaseID,Status_Notes,Responsible_Agency,Category,Request_Type,Request_Details
340844,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Electronics
340835,NULL,"DPW Ops Queue",Encampments,"Encampment items","Cart Pickup"
340834,NULL,"DPW BSM Queue","Street Defects",Utility_Excavation,Utility_Excavation
340824,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340823,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
340820,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Liquids - Oil/Paint/Other"
340819,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340814,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicles","DPT Abandoned Vehicles Low"
340812,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Liquids - Oil/Paint/Other"
340811,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340809,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340806,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340800,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
340798,"Submitted online maintenance request ","311 Service Request Queue","311 External Request",Graffiti,NULL
340797,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Electronics
340795,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340794,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
340792,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340790,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
340786,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340783,"Submitted online maintenance request ","311 Service Request Queue","311 External Request",Graffiti,NULL
340781,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340779,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
340768,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
340762,NULL,"DPT Abandoned Vehicles Work Queue","General Request - 311CUSTOMERSERVICECENTER",request_for_service,"311CustomerServiceCenter - request_for_service"
340757,NULL,"DPW Ops Queue",Encampments,"Encampment Reports","Encampment Cleanup"
340756,NULL,"PUC - Electric/Power - G","General Request - PUC",request_for_service,"electric - request_for_service"
340754,"invalid per agent ","DPT SignShop Repair Queue","Sign Repair","Sign Repair - Bent","No_Left_Turn - Bent; support - Bent"
340749,NULL,"DPT SignShop 03 Queue","Sign Repair","Sign Repair - Other","No_Parking - Other; support - Bent"
340746,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning",Overflowing_City_Receptacle_or_Dumpster,Overflowing_City_Receptacle_or_Dumpster
340745,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Electronics
340739,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340733,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
340722,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Offensive"
340719,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Signal_box","Signal_box - Offensive"
340717,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Offensive"
340712,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials",Glass
340709,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Offensive"
340707,NULL,"DPT SignShop 10 Queue","Sign Repair","Sign - Bent","Other - Bent; support - Leaning"
340700,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340692,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning",Automotive,Tires
340691,NULL,"DPW Ops Queue",Graffiti,"Graffiti on City_receptacle","City_receptacle - Not_Offensive"
340687,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340682,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340681,NULL,"DPW Ops Queue",Encampments,"Encampment items","Cart Pickup"
340677,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Liquids - Oil/Paint/Other"
340676,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340675,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340673,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for RUIZ CONSTRUCTION","RUIZ CONSTRUCTION"
340671,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
340657,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340651,"REPORTED TO SFUSD. ","311 Service Request Queue","311 External Request",Graffiti,NULL
340648,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Post_Abatement_Inspection"
340645,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340644,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340641,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning",Overflowing_City_Receptacle_or_Dumpster,Overflowing_City_Receptacle_or_Dumpster
340637,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials",Glass
340631,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials",Glass
340626,NULL,"311 Supervisor Queue","General Request - PUBLIC WORKS",other,"dpw_other - other"
340624,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
340623,NULL,"DPW Ops Queue",Encampments,"Encampment Reports","Encampment Cleanup"
340620,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Refrigerator
340616,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340613,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
340608,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning",Automotive,Tires
340606,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Electronics
340605,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
340603,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340598,NULL,"DPW Ops Queue",Encampments,"Encampment items",Clothing
340596,NULL,"PUC - Water - G","General Request - PUC",request_for_service,"water - request_for_service"
340595,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
340591,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340587,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
340582,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340581,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning",Missed_Route_Mechanical_Sweeping,Missed_Route_Mechanical_Sweeping
340571,NULL,"DPW BSM Queue","Litter Receptacles",Cans_Left_Out_24x7,Cans_Left_Out_24x7
340563,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340558,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Post_Abatement_Inspection"
340557,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340545,NULL,"DPW Ops Queue",Graffiti,"Graffiti on City_receptacle","City_receptacle - Not_Offensive"
340544,NULL,"DPW Ops Queue",Encampments,"Encampment items","Cart Pickup"
340541,"Refer to SR #340653 ","DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
340540,"see sr # 337454  veh mrkd  12-24-08 @0759 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - SUV","Silver - Toyota - SUV - 6BMR108"
340537,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
340535,"#246 12-30-08 @1209 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","White - GMC 3500 - Vovlo Mac - 6J46506"
340534,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
340533,NULL,"311 Supervisor Queue","General Request - PUBLIC WORKS",other,"dpw_other - other"
340532,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Not_Offensive"
340530,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
340526,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
340523,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Electronics
340521,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340517,"new sr#340546 ","311 Service Request Queue","311 External Request",Sidewalk_or_Curb_Issues,NULL
340515,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
340514,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340513,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
340512,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340511,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Electronics
340509,NULL,"DPW BSM Queue","Litter Receptacles",Cans_Left_Out_24x7,Cans_Left_Out_24x7
340508,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340506,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340505,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340504,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
340503,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
340502,"see 340596 ","311 Supervisor Queue",Graffiti,"Graffiti on Sidewalk_structure","Sidewalk_structure - Not_Offensive"
340501,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340498,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Not_Offensive"
340495,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_other","Building_other - Not_Offensive"
340495,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_other","Building_other - Not_Offensive"
340493,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Electronics
340493,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Electronics
340487,"#246 12-30-08 @1110 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","DPT Abandoned Vehicle High"
340484,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340482,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Post_Abatement_Inspection"
340470,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340464,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
340454,"emailed to clear channel ","311 Service Request Queue","311 External Request",Damaged_Property,"Damaged_Property - ClearChannel"
340448,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
340447,NULL,"DPW Ops Queue",Encampments,"Encampment items","Cart Pickup"
340446,NULL,"DPW BSM Queue","Litter Receptacles",Cans_Left_Out_24x7,Cans_Left_Out_24x7
340444,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
340441,NULL,"DPW BSM Queue","Litter Receptacles",Cans_Left_Out_24x7,Cans_Left_Out_24x7
340438,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for Noel McCarthy","Noel McCarthy"
340435,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning",Automotive,"Car Batteries"
340434,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_structure","Sidewalk_structure - Not_Offensive"
338282,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
340426,NULL,"PUC - Electric/Power - G","General Request - PUC",request_for_service,"electric - request_for_service"
340420,"HA DOES NOT REPAIR CLOSED. ","Housing Authority SR Queue","SFHA Requests",Carpentery,"Carpentery - Routine"
340415,NULL,"DPW BSM Queue","Street Defects",Utility_Excavation,Utility_Excavation
340413,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
340412,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
340405,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340400,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
340399,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340396,"This is a duplicate of your #338385. ","RPD Graffiti Queue","Rec and Park Requests","Park - Structural_Maintenance",Other
340394,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for AAA Construction Group Inc","AAA Construction Group Inc"
340393,NULL,"DPW Ops Queue","Homeless Concerns","Medical Waste",Needles
340391,""new sr#340532"," graffiit"," dpw"," pole "","311 Service Request Queue"
340389,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340382,"ENTERED IN SC172714 TO ADD SATURDAYS TO SR 336792 ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for AAA Construction Group Inc","AAA Construction Group Inc"
340378,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340377,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340375,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for AAA Construction Group Inc","AAA Construction Group Inc"
340373,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for AAA Construction Group Inc","AAA Construction Group Inc"
340073,NULL,"DPW Ops Queue",Encampments,"Encampment Reports","Encampment Cleanup"
340372,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for AAA Construction Group Inc","AAA Construction Group Inc"
340370,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for AAA Construction Group Inc","AAA Construction Group Inc"
340365,"#235 12-30-08 @1020 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","Black - Motorcycle - unknown - 18N0394"
340363,""order delivered 12/29/08 end of day"," mailed out 12/30/08 "","DPH - Office of Vital Records - G","General Request - DPH",customer_callback
340358,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340357,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
340351,NULL,"DPW Ops Queue",Encampments,"Encampment items","Cart Pickup"
340349,"see 340502  ","311 Service Request Queue","311 External Request",Graffiti,"Graffiti - Other"
340348,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340344,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340338,NULL,"DPW BSM Queue","Street Defects",Utility_Excavation,Utility_Excavation
340334,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
340333,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_residential","Building_residential - Post_Abatement_Inspection"
